=== SHEET: Rủi ro cao ===
Row 200: Dept=Bộ Giao thông Vận tải | HS=None | QCVN=QCVN 09:2024/BGTVT QCVN 10:2024/BGTVT QCVN 82:2024/BGTVT QCVN 109:2024/BGTVT | Name=Ô tô...
Row 2025: Dept=Bộ Xây dựng | HS=4412.51.00 | QCVN=QCVN 16:2023/BXD | Name=Ván gỗ nhân tạo (bao gồm: Ván dăm (bao gồm các loạ...
Row 2026: Dept=Bộ Xây dựng | HS=4412.52.00 | QCVN=QCVN 16:2023/BXD | Name=Ván gỗ nhân tạo (bao gồm: Ván dăm (bao gồm các loạ...
Row 2027: Dept=Bộ Xây dựng | HS=4412.59.00 | QCVN=QCVN 16:2023/BXD | Name=Ván gỗ nhân tạo (bao gồm: Ván dăm (bao gồm các loạ...
Row 2028: Dept=Bộ Xây dựng | HS=4412.91.10 | QCVN=QCVN 16:2023/BXD | Name=Ván gỗ nhân tạo (bao gồm: Ván dăm (bao gồm các loạ...
Row 2029: Dept=Bộ Xây dựng | HS=4412.91.90 | QCVN=QCVN 16:2023/BXD | Name=Ván gỗ nhân tạo (bao gồm: Ván dăm (bao gồm các loạ...
Row 2030: Dept=Bộ Xây dựng | HS=4412.92.00 | QCVN=QCVN 16:2023/BXD | Name=Ván gỗ nhân tạo (bao gồm: Ván dăm (bao gồm các loạ...
Row 2031: Dept=Bộ Xây dựng | HS=4412.99.00 | QCVN=QCVN 16:2023/BXD | Name=Ván gỗ nhân tạo (bao gồm: Ván dăm (bao gồm các loạ...
Row 2032: Dept=Bộ Xây dựng | HS=4418.75.00 | QCVN=QCVN 16:2023/BXD | Name=Ván gỗ nhân tạo (bao gồm: Ván dăm (bao gồm các loạ...
Row 2033: Dept=Bộ Xây dựng | HS=4418.79.00 | QCVN=QCVN 16:2023/BXD | Name=Ván gỗ nhân tạo (bao gồm: Ván dăm (bao gồm các loạ...
Row 2034: Dept=Bộ Xây dựng | HS=4418.81.10 | QCVN=QCVN 16:2023/BXD | Name=Ván gỗ nhân tạo (bao gồm: Ván dăm (bao gồm các loạ...
Row 2035: Dept=Bộ Xây dựng | HS=4418.81.90 | QCVN=QCVN 16:2023/BXD | Name=Ván gỗ nhân tạo (bao gồm: Ván dăm (bao gồm các loạ...
Row 2036: Dept=Bộ Xây dựng | HS=4418.82.00 | QCVN=QCVN 16:2023/BXD | Name=Ván gỗ nhân tạo (bao gồm: Ván dăm (bao gồm các loạ...
Row 2037: Dept=Bộ Xây dựng | HS=4418.89.00 | QCVN=QCVN 16:2023/BXD | Name=Ván gỗ nhân tạo (bao gồm: Ván dăm (bao gồm các loạ...
Row 2038: Dept=Bộ Xây dựng | HS=4418.99.00 | QCVN=QCVN 16:2023/BXD | Name=Ván gỗ nhân tạo (bao gồm: Ván dăm (bao gồm các loạ...
Row 2039: Dept=Bộ Xây dựng | HS=6802.21.00 | QCVN=QCVN 16:2023/BXD | Name=Đá ốp lát (bao gồm: Đá ốp lát tự nhiên; Đá ốp lát ...
Row 2040: Dept=Bộ Xây dựng | HS=6802.23.00 | QCVN=QCVN 16:2023/BXD | Name=Đá ốp lát (bao gồm: Đá ốp lát tự nhiên; Đá ốp lát ...
Row 2041: Dept=Bộ Xây dựng | HS=6802.29.10 | QCVN=QCVN 16:2023/BXD | Name=Đá ốp lát (bao gồm: Đá ốp lát tự nhiên; Đá ốp lát ...
Row 2042: Dept=Bộ Xây dựng | HS=6802.29.90 | QCVN=QCVN 16:2023/BXD | Name=Đá ốp lát (bao gồm: Đá ốp lát tự nhiên; Đá ốp lát ...
Row 2043: Dept=Bộ Xây dựng | HS=6802.91.10 | QCVN=QCVN 16:2023/BXD | Name=Đá ốp lát (bao gồm: Đá ốp lát tự nhiên; Đá ốp lát ...
Row 2044: Dept=Bộ Xây dựng | HS=6802.91.90 | QCVN=QCVN 16:2023/BXD | Name=Đá ốp lát (bao gồm: Đá ốp lát tự nhiên; Đá ốp lát ...
Row 2045: Dept=Bộ Xây dựng | HS=6802.92.90 | QCVN=QCVN 16:2023/BXD | Name=Đá ốp lát (bao gồm: Đá ốp lát tự nhiên; Đá ốp lát ...
Row 2046: Dept=Bộ Xây dựng | HS=6802.93.10 | QCVN=QCVN 16:2023/BXD | Name=Đá ốp lát (bao gồm: Đá ốp lát tự nhiên; Đá ốp lát ...
Row 2047: Dept=Bộ Xây dựng | HS=6802.99.00 | QCVN=QCVN 16:2023/BXD | Name=Đá ốp lát (bao gồm: Đá ốp lát tự nhiên; Đá ốp lát ...
Row 2048: Dept=Bộ Xây dựng | HS=6810.19.10 | QCVN=QCVN 16:2023/BXD | Name=Đá ốp lát (bao gồm: Đá ốp lát tự nhiên; Đá ốp lát ...
Row 2049: Dept=Bộ Xây dựng | HS=6810.19.90 | QCVN=QCVN 16:2023/BXD | Name=Đá ốp lát (bao gồm: Đá ốp lát tự nhiên; Đá ốp lát ...
Row 2050: Dept=Bộ Xây dựng | HS=6907.21.91 | QCVN=QCVN 16:2023/BXD | Name=Gạch gốm ốp lát...
Row 2051: Dept=Bộ Xây dựng | HS=6907.21.92 | QCVN=QCVN 16:2023/BXD | Name=Gạch gốm ốp lát...
Row 2052: Dept=Bộ Xây dựng | HS=6907.21.93 | QCVN=QCVN 16:2023/BXD | Name=Gạch gốm ốp lát...
Row 2053: Dept=Bộ Xây dựng | HS=6907.21.94 | QCVN=QCVN 16:2023/BXD | Name=Gạch gốm ốp lát...
Row 2054: Dept=Bộ Xây dựng | HS=6907.22.91 | QCVN=QCVN 16:2023/BXD | Name=Gạch gốm ốp lát...
Row 2055: Dept=Bộ Xây dựng | HS=6907.22.92 | QCVN=QCVN 16:2023/BXD | Name=Gạch gốm ốp lát...
Row 2056: Dept=Bộ Xây dựng | HS=6907.22.93 | QCVN=QCVN 16:2023/BXD | Name=Gạch gốm ốp lát...
Row 2057: Dept=Bộ Xây dựng | HS=6907.22.94 | QCVN=QCVN 16:2023/BXD | Name=Gạch gốm ốp lát...
Row 2058: Dept=Bộ Xây dựng | HS=6907.23.91 | QCVN=QCVN 16:2023/BXD | Name=Gạch gốm ốp lát...
Row 2059: Dept=Bộ Xây dựng | HS=6907.23.92 | QCVN=QCVN 16:2023/BXD | Name=Gạch gốm ốp lát...
Row 2060: Dept=Bộ Xây dựng | HS=6907.23.93 | QCVN=QCVN 16:2023/BXD | Name=Gạch gốm ốp lát...
Row 2061: Dept=Bộ Xây dựng | HS=6907.23.94 | QCVN=QCVN 16:2023/BXD | Name=Gạch gốm ốp lát...
Row 2062: Dept=Bộ Xây dựng | HS=6810.99.00 | QCVN=QCVN 16:2023/BXD | Name=Sản phẩm bê tông khí chưng áp...
Row 2063: Dept=Bộ Xây dựng | HS=6810.91.90 | QCVN=QCVN 16:2023/BXD | Name=Tấm tường (bao gồm: Tấm tường rỗng bê tông đúc sẵn...
Row 2064: Dept=Bộ Xây dựng | HS=6811.40.10 | QCVN=QCVN 16:2023/BXD | Name=Tấm sóng amiăng xi măng...
Row 2065: Dept=Bộ Xây dựng | HS=6905.10.00 | QCVN=QCVN 16:2023/BXD | Name=Ngói lợp mái (bao gồm: Ngói đất sét nung; Ngói gốm...
Row 2066: Dept=Bộ Xây dựng | HS=6811.82.20 | QCVN=QCVN 16:2023/BXD | Name=Ngói lợp mái (bao gồm: Ngói đất sét nung; Ngói gốm...
Row 2067: Dept=Bộ Xây dựng | HS=6810.99.00 | QCVN=QCVN 16:2023/BXD | Name=Ngói lợp mái (bao gồm: Ngói đất sét nung; Ngói gốm...
Row 2068: Dept=Bộ Xây dựng | HS=7324.10.90 | QCVN=QCVN 16:2023/BXD | Name=Thiết bị vệ sinh (bao gồm: Chậu rửa; Bồn tiểu nam ...
Row 2069: Dept=Bộ Xây dựng | HS=7324.90.10 | QCVN=QCVN 16:2023/BXD | Name=Thiết bị vệ sinh (bao gồm: Chậu rửa; Bồn tiểu nam ...
Row 2070: Dept=Bộ Xây dựng | HS=7324.90.99 | QCVN=QCVN 16:2023/BXD | Name=Thiết bị vệ sinh (bao gồm: Chậu rửa; Bồn tiểu nam ...
Row 2071: Dept=Bộ Xây dựng | HS=6910.10.00 | QCVN=QCVN 16:2023/BXD | Name=Thiết bị vệ sinh (bao gồm: Chậu rửa; Bồn tiểu nam ...
Row 2072: Dept=Bộ Xây dựng | HS=6910.90.00 | QCVN=QCVN 16:2023/BXD | Name=Thiết bị vệ sinh (bao gồm: Chậu rửa; Bồn tiểu nam ...
